###############################################################################
###############################################################################

RK45 RESULTS

Tolerance:	1e-06 * y_n

###############################################################################
###############################################################################

t	, y(t)	, Δt	, LTE
0.239836, 1.053127, 0.001966, 0.000001
0.241792, 1.053800, 0.001956, 0.000001
0.243738, 1.054473, 0.001946, 0.000001
0.245674, 1.055146, 0.001936, 0.000001
0.247600, 1.055820, 0.001927, 0.000001
0.249517, 1.056494, 0.001917, 0.000001
0.251425, 1.057168, 0.001908, 0.000001
0.253324, 1.057843, 0.001899, 0.000001
0.255214, 1.058519, 0.001890, 0.000001
0.257096, 1.059194, 0.001881, 0.000001
0.258968, 1.059871, 0.001873, 0.000001
0.260832, 1.060547, 0.001864, 0.000001
0.262688, 1.061224, 0.001856, 0.000001
0.264536, 1.061902, 0.001848, 0.000001
0.266375, 1.062580, 0.001839, 0.000001
0.268206, 1.063258, 0.001831, 0.000001
0.270030, 1.063937, 0.001824, 0.000001
0.271846, 1.064616, 0.001816, 0.000001
0.273654, 1.065296, 0.001808, 0.000001
0.275455, 1.065976, 0.001801, 0.000001
0.277248, 1.066657, 0.001793, 0.000001
0.279035, 1.067338, 0.001786, 0.000001
0.280813, 1.068019, 0.001779, 0.000001
0.282585, 1.068701, 0.001772, 0.000001
0.284350, 1.069383, 0.001765, 0.000001
0.286108, 1.070066, 0.001758, 0.000001
0.287859, 1.070749, 0.001751, 0.000001
0.289604, 1.071433, 0.001744, 0.000001
0.291342, 1.072117, 0.001738, 0.000001
0.293073, 1.072801, 0.001731, 0.000001
0.294798, 1.073486, 0.001725, 0.000001
0.296517, 1.074171, 0.001719, 0.000001
0.298229, 1.074857, 0.001712, 0.000001
0.299935, 1.075543, 0.001706, 0.000001
0.301635, 1.076230, 0.001700, 0.000001
0.303329, 1.076917, 0.001694, 0.000001
0.305018, 1.077604, 0.001688, 0.000001
0.306700, 1.078292, 0.001682, 0.000001
0.308377, 1.078981, 0.001677, 0.000001
0.310047, 1.079669, 0.001671, 0.000001
0.311713, 1.080359, 0.001665, 0.000001
0.313372, 1.081048, 0.001660, 0.000001
0.315026, 1.081738, 0.001654, 0.000001
0.316675, 1.082429, 0.001649, 0.000001
0.318318, 1.083120, 0.001643, 0.000001
0.319957, 1.083811, 0.001638, 0.000001
0.321589, 1.084503, 0.001633, 0.000001
0.323217, 1.085196, 0.001628, 0.000001
0.324840, 1.085888, 0.001623, 0.000001
0.326457, 1.086581, 0.001618, 0.000001
0.328070, 1.087275, 0.001613, 0.000001
0.329677, 1.087969, 0.001608, 0.000001
0.331280, 1.088664, 0.001603, 0.000001
0.332878, 1.089359, 0.001598, 0.000001
0.334471, 1.090054, 0.001593, 0.000001
0.336059, 1.090750, 0.001588, 0.000001
0.337643, 1.091446, 0.001584, 0.000001
0.339222, 1.092143, 0.001579, 0.000001
0.340797, 1.092840, 0.001575, 0.000001
0.342367, 1.093537, 0.001570, 0.000001
0.343933, 1.094236, 0.001566, 0.000001
0.345494, 1.094934, 0.001561, 0.000001
0.347051, 1.095633, 0.001557, 0.000001
0.348603, 1.096332, 0.001553, 0.000001
0.350152, 1.097032, 0.001548, 0.000001
0.351696, 1.097732, 0.001544, 0.000001
0.353236, 1.098433, 0.001540, 0.000001
0.354771, 1.099134, 0.001536, 0.000001
0.356303, 1.099836, 0.001532, 0.000001
0.357831, 1.100538, 0.001528, 0.000001
0.359354, 1.101240, 0.001524, 0.000001
0.360874, 1.101943, 0.001520, 0.000001
0.362390, 1.102647, 0.001516, 0.000001
0.363902, 1.103350, 0.001512, 0.000001
0.365410, 1.104055, 0.001508, 0.000001
0.366914, 1.104759, 0.001504, 0.000001
0.368415, 1.105465, 0.001501, 0.000001
0.369912, 1.106170, 0.001497, 0.000001
0.371405, 1.106876, 0.001493, 0.000001
0.372894, 1.107583, 0.001489, 0.000001
0.374380, 1.108290, 0.001486, 0.000001
0.375862, 1.108997, 0.001482, 0.000001
0.377341, 1.109705, 0.001479, 0.000001
0.378816, 1.110413, 0.001475, 0.000001
0.380288, 1.111122, 0.001472, 0.000001
0.381756, 1.111831, 0.001468, 0.000001
0.383221, 1.112541, 0.001465, 0.000001
0.384683, 1.113251, 0.001462, 0.000001
0.386141, 1.113962, 0.001458, 0.000001
0.387596, 1.114673, 0.001455, 0.000001
0.389047, 1.115384, 0.001452, 0.000001
0.390496, 1.116096, 0.001448, 0.000001
0.391941, 1.116808, 0.001445, 0.000001
0.393383, 1.117521, 0.001442, 0.000001
0.394821, 1.118235, 0.001439, 0.000001
0.396257, 1.118948, 0.001436, 0.000001
0.397690, 1.119663, 0.001433, 0.000001
0.399119, 1.120377, 0.001429, 0.000001
0.400545, 1.121092, 0.001426, 0.000001
0.401969, 1.121808, 0.001423, 0.000001
0.403389, 1.122524, 0.001420, 0.000001
0.404807, 1.123240, 0.001417, 0.000001
0.406221, 1.123957, 0.001414, 0.000001
0.407633, 1.124675, 0.001412, 0.000001
0.409041, 1.125392, 0.001409, 0.000001
0.410447, 1.126111, 0.001406, 0.000001
0.411850, 1.126830, 0.001403, 0.000001
0.413250, 1.127549, 0.001400, 0.000001
0.414648, 1.128268, 0.001397, 0.000001
0.416042, 1.128989, 0.001395, 0.000001
0.417434, 1.129709, 0.001392, 0.000001
0.418823, 1.130430, 0.001389, 0.000001
0.420210, 1.131152, 0.001386, 0.000001
0.421593, 1.131874, 0.001384, 0.000001
0.422974, 1.132596, 0.001381, 0.000001
0.424353, 1.133319, 0.001378, 0.000001
0.425729, 1.134042, 0.001376, 0.000001
0.427102, 1.134766, 0.001373, 0.000001
0.428473, 1.135490, 0.001371, 0.000001
0.429841, 1.136215, 0.001368, 0.000001
0.431207, 1.136940, 0.001366, 0.000001
0.432570, 1.137666, 0.001363, 0.000001
0.433931, 1.138392, 0.001361, 0.000001
0.435289, 1.139119, 0.001358, 0.000001
0.436645, 1.139846, 0.001356, 0.000001
0.437998, 1.140573, 0.001353, 0.000001
0.439349, 1.141301, 0.001351, 0.000001
0.440698, 1.142030, 0.001349, 0.000001
0.442044, 1.142758, 0.001346, 0.000001
0.443388, 1.143488, 0.001344, 0.000001
0.444730, 1.144218, 0.001342, 0.000001
0.446069, 1.144948, 0.001339, 0.000001
0.447406, 1.145679, 0.001337, 0.000001
0.448741, 1.146410, 0.001335, 0.000001
0.450073, 1.147141, 0.001332, 0.000001
0.451403, 1.147874, 0.001330, 0.000001
0.452731, 1.148606, 0.001328, 0.000001
0.454057, 1.149339, 0.001326, 0.000001
0.455381, 1.150073, 0.001324, 0.000001
0.456702, 1.150807, 0.001321, 0.000001
0.458022, 1.151541, 0.001319, 0.000001
0.459339, 1.152276, 0.001317, 0.000001
0.460654, 1.153012, 0.001315, 0.000001
0.461967, 1.153748, 0.001313, 0.000001
0.463278, 1.154484, 0.001311, 0.000001
0.464587, 1.155221, 0.001309, 0.000001
0.465894, 1.155958, 0.001307, 0.000001
0.467198, 1.156696, 0.001305, 0.000001
0.468501, 1.157434, 0.001303, 0.000001
0.469802, 1.158173, 0.001301, 0.000001
0.471101, 1.158912, 0.001299, 0.000001
0.472397, 1.159652, 0.001297, 0.000001
0.473692, 1.160392, 0.001295, 0.000001
0.474985, 1.161132, 0.001293, 0.000001
0.476276, 1.161873, 0.001291, 0.000001
0.477565, 1.162615, 0.001289, 0.000001
0.478852, 1.163357, 0.001287, 0.000001
0.480137, 1.164099, 0.001285, 0.000001
0.481421, 1.164842, 0.001283, 0.000001
0.482702, 1.165586, 0.001281, 0.000001
0.483982, 1.166330, 0.001280, 0.000001
0.485260, 1.167074, 0.001278, 0.000001
0.486535, 1.167819, 0.001276, 0.000001
0.487810, 1.168564, 0.001274, 0.000001
0.489082, 1.169310, 0.001272, 0.000001
0.490353, 1.170056, 0.001271, 0.000001
0.491621, 1.170803, 0.001269, 0.000001
0.492888, 1.171550, 0.001267, 0.000001
0.494154, 1.172298, 0.001265, 0.000001
0.495417, 1.173046, 0.001264, 0.000001
0.496679, 1.173795, 0.001262, 0.000001
0.497939, 1.174544, 0.001260, 0.000001
0.499198, 1.175293, 0.001258, 0.000001
0.500454, 1.176044, 0.001257, 0.000001
0.501710, 1.176794, 0.001255, 0.000001
0.502963, 1.177545, 0.001253, 0.000001
0.504215, 1.178297, 0.001252, 0.000001
0.505465, 1.179049, 0.001250, 0.000001
0.506713, 1.179801, 0.001248, 0.000001
0.507960, 1.180554, 0.001247, 0.000001
0.509206, 1.181307, 0.001245, 0.000001
0.510449, 1.182061, 0.001244, 0.000001
0.511691, 1.182816, 0.001242, 0.000001
0.512932, 1.183571, 0.001241, 0.000001
0.514171, 1.184326, 0.001239, 0.000001
0.515408, 1.185082, 0.001237, 0.000001
0.516644, 1.185838, 0.001236, 0.000001
0.517878, 1.186595, 0.001234, 0.000001
0.519111, 1.187352, 0.001233, 0.000001
0.520343, 1.188110, 0.001231, 0.000001
0.521572, 1.188868, 0.001230, 0.000001
0.522801, 1.189627, 0.001228, 0.000001
0.524028, 1.190386, 0.001227, 0.000001
0.525253, 1.191146, 0.001225, 0.000001
0.526477, 1.191906, 0.001224, 0.000001
0.527699, 1.192667, 0.001222, 0.000001
0.528920, 1.193428, 0.001221, 0.000001
0.530140, 1.194190, 0.001220, 0.000001
0.531358, 1.194952, 0.001218, 0.000001
0.532575, 1.195714, 0.001217, 0.000001
0.533790, 1.196477, 0.001215, 0.000001
0.535004, 1.197241, 0.001214, 0.000001
0.536217, 1.198005, 0.001213, 0.000001
0.537428, 1.198770, 0.001211, 0.000001
0.538638, 1.199535, 0.001210, 0.000001
0.539846, 1.200300, 0.001208, 0.000001
0.541053, 1.201066, 0.001207, 0.000001
0.542259, 1.201833, 0.001206, 0.000001
0.543463, 1.202600, 0.001204, 0.000001
0.544666, 1.203367, 0.001203, 0.000001
0.545868, 1.204135, 0.001202, 0.000001
0.547069, 1.204904, 0.001200, 0.000001
0.548268, 1.205673, 0.001199, 0.000001
0.549466, 1.206442, 0.001198, 0.000001
0.550662, 1.207212, 0.001197, 0.000001
0.551858, 1.207982, 0.001195, 0.000001
0.553052, 1.208753, 0.001194, 0.000001
0.554245, 1.209525, 0.001193, 0.000001
0.555436, 1.210297, 0.001192, 0.000001
0.556627, 1.211069, 0.001190, 0.000001
0.557816, 1.211842, 0.001189, 0.000001
0.559004, 1.212615, 0.001188, 0.000001
0.560190, 1.213389, 0.001187, 0.000001
0.561376, 1.214163, 0.001185, 0.000001
0.562560, 1.214938, 0.001184, 0.000001
0.563743, 1.215714, 0.001183, 0.000001
0.564925, 1.216490, 0.001182, 0.000001
0.566106, 1.217266, 0.001181, 0.000001
0.567285, 1.218043, 0.001180, 0.000001
0.568463, 1.218820, 0.001178, 0.000001
0.569641, 1.219598, 0.001177, 0.000001
0.570817, 1.220376, 0.001176, 0.000001
0.571991, 1.221155, 0.001175, 0.000001
0.573165, 1.221934, 0.001174, 0.000001
0.574338, 1.222714, 0.001173, 0.000001
0.575509, 1.223494, 0.001171, 0.000001
0.576680, 1.224275, 0.001170, 0.000001
0.577849, 1.225057, 0.001169, 0.000001
0.579017, 1.225838, 0.001168, 0.000001
0.580184, 1.226621, 0.001167, 0.000001
0.581350, 1.227403, 0.001166, 0.000001
0.582515, 1.228187, 0.001165, 0.000001
0.583679, 1.228971, 0.001164, 0.000001
0.584842, 1.229755, 0.001163, 0.000001
0.586003, 1.230540, 0.001162, 0.000001
0.587164, 1.231325, 0.001161, 0.000001
0.588324, 1.232111, 0.001160, 0.000001
0.589482, 1.232897, 0.001159, 0.000001
0.590640, 1.233684, 0.001158, 0.000001
0.591796, 1.234471, 0.001156, 0.000001
0.592951, 1.235259, 0.001155, 0.000001
0.594106, 1.236047, 0.001154, 0.000001
0.595259, 1.236836, 0.001153, 0.000001
0.596412, 1.237625, 0.001152, 0.000001
0.597563, 1.238415, 0.001151, 0.000001
0.598714, 1.239206, 0.001150, 0.000001
0.599863, 1.239996, 0.001149, 0.000001
0.601011, 1.240788, 0.001148, 0.000001
0.602159, 1.241579, 0.001147, 0.000001
0.603305, 1.242372, 0.001146, 0.000001
0.604451, 1.243165, 0.001146, 0.000001
0.605596, 1.243958, 0.001145, 0.000001
0.606739, 1.244752, 0.001144, 0.000001
0.607882, 1.245546, 0.001143, 0.000001
0.609024, 1.246341, 0.001142, 0.000001
0.610164, 1.247136, 0.001141, 0.000001
0.611304, 1.247932, 0.001140, 0.000001
0.612443, 1.248729, 0.001139, 0.000001
0.613581, 1.249526, 0.001138, 0.000001
0.614718, 1.250323, 0.001137, 0.000001
0.615854, 1.251121, 0.001136, 0.000001
0.616990, 1.251919, 0.001135, 0.000001
0.618124, 1.252718, 0.001134, 0.000001
0.619258, 1.253518, 0.001134, 0.000001
0.620390, 1.254318, 0.001133, 0.000001
0.621522, 1.255118, 0.001132, 0.000001
0.622653, 1.255919, 0.001131, 0.000001
0.623783, 1.256721, 0.001130, 0.000001
0.624912, 1.257523, 0.001129, 0.000001
0.626040, 1.258325, 0.001128, 0.000001
0.627168, 1.259128, 0.001127, 0.000001
0.628294, 1.259932, 0.001127, 0.000001
0.629420, 1.260736, 0.001126, 0.000001
0.630545, 1.261540, 0.001125, 0.000001
0.631669, 1.262345, 0.001124, 0.000001
0.632792, 1.263151, 0.001123, 0.000001
0.633914, 1.263957, 0.001122, 0.000001
0.635036, 1.264764, 0.001122, 0.000001
0.636157, 1.265571, 0.001121, 0.000001
0.637277, 1.266378, 0.001120, 0.000001
0.638396, 1.267186, 0.001119, 0.000001
0.639514, 1.267995, 0.001118, 0.000001
0.640631, 1.268804, 0.001118, 0.000001
0.641748, 1.269614, 0.001117, 0.000001
0.642864, 1.270424, 0.001116, 0.000001
0.643979, 1.271235, 0.001115, 0.000001
0.645094, 1.272046, 0.001114, 0.000001
0.646207, 1.272858, 0.001114, 0.000001
0.647320, 1.273670, 0.001113, 0.000001
0.648432, 1.274483, 0.001112, 0.000001
0.649543, 1.275296, 0.001111, 0.000001
0.650654, 1.276110, 0.001111, 0.000001
0.651764, 1.276925, 0.001110, 0.000001
0.652873, 1.277739, 0.001109, 0.000001
0.653981, 1.278555, 0.001108, 0.000001
0.655089, 1.279371, 0.001108, 0.000001
0.656195, 1.280187, 0.001107, 0.000001
0.657301, 1.281004, 0.001106, 0.000001
0.658407, 1.281822, 0.001105, 0.000001
0.659511, 1.282640, 0.001105, 0.000001
0.660615, 1.283458, 0.001104, 0.000001
0.661719, 1.284277, 0.001103, 0.000001
0.662821, 1.285097, 0.001102, 0.000001
0.663923, 1.285917, 0.001102, 0.000001
0.665024, 1.286737, 0.001101, 0.000001
0.666124, 1.287559, 0.001100, 0.000001
0.667224, 1.288380, 0.001100, 0.000001
0.668323, 1.289202, 0.001099, 0.000001
0.669421, 1.290025, 0.001098, 0.000001
0.670519, 1.290848, 0.001098, 0.000001
0.671616, 1.291672, 0.001097, 0.000001
0.672712, 1.292496, 0.001096, 0.000001
0.673808, 1.293321, 0.001096, 0.000001
0.674903, 1.294147, 0.001095, 0.000001
0.675997, 1.294972, 0.001094, 0.000001
0.677091, 1.295799, 0.001094, 0.000001
0.678184, 1.296626, 0.001093, 0.000001
0.679276, 1.297453, 0.001092, 0.000001
0.680368, 1.298281, 0.001092, 0.000001
0.681459, 1.299110, 0.001091, 0.000001
0.682549, 1.299939, 0.001090, 0.000001
0.683639, 1.300768, 0.001090, 0.000001
0.684728, 1.301598, 0.001089, 0.000001
0.685816, 1.302429, 0.001088, 0.000001
0.686904, 1.303260, 0.001088, 0.000001
0.687991, 1.304092, 0.001087, 0.000001
0.689078, 1.304924, 0.001087, 0.000001
0.690164, 1.305757, 0.001086, 0.000001
0.691249, 1.306590, 0.001085, 0.000001
0.692334, 1.307424, 0.001085, 0.000001
0.693418, 1.308258, 0.001084, 0.000001
0.694502, 1.309093, 0.001084, 0.000001
0.695585, 1.309928, 0.001083, 0.000001
0.696667, 1.310764, 0.001082, 0.000001
0.697749, 1.311601, 0.001082, 0.000001
0.698830, 1.312438, 0.001081, 0.000001
0.699911, 1.313275, 0.001081, 0.000001
0.700991, 1.314113, 0.001080, 0.000001
0.702071, 1.314952, 0.001079, 0.000001
0.703150, 1.315791, 0.001079, 0.000001
0.704228, 1.316631, 0.001078, 0.000001
0.705306, 1.317471, 0.001078, 0.000001
0.706383, 1.318311, 0.001077, 0.000001
0.707460, 1.319153, 0.001077, 0.000001
0.708536, 1.319995, 0.001076, 0.000001
0.709611, 1.320837, 0.001076, 0.000001
0.710686, 1.321680, 0.001075, 0.000001
0.711761, 1.322523, 0.001074, 0.000001
0.712835, 1.323367, 0.001074, 0.000001
0.713908, 1.324212, 0.001073, 0.000001
0.714981, 1.325057, 0.001073, 0.000001
0.716053, 1.325902, 0.001072, 0.000001
0.717125, 1.326748, 0.001072, 0.000001
0.718196, 1.327595, 0.001071, 0.000001
0.719267, 1.328442, 0.001071, 0.000001
0.720337, 1.329290, 0.001070, 0.000001
0.721407, 1.330138, 0.001070, 0.000001
0.722476, 1.330987, 0.001069, 0.000001
0.723545, 1.331836, 0.001069, 0.000001
0.724613, 1.332686, 0.001068, 0.000001
0.725680, 1.333537, 0.001068, 0.000001
0.726748, 1.334388, 0.001067, 0.000001
0.727814, 1.335239, 0.001067, 0.000001
0.728880, 1.336091, 0.001066, 0.000001
0.729946, 1.336944, 0.001066, 0.000001
0.731011, 1.337797, 0.001065, 0.000001
0.732076, 1.338651, 0.001065, 0.000001
0.733140, 1.339505, 0.001064, 0.000001
0.734204, 1.340360, 0.001064, 0.000001
0.735267, 1.341215, 0.001063, 0.000001
0.736330, 1.342071, 0.001063, 0.000001
0.737392, 1.342927, 0.001062, 0.000001
0.738454, 1.343784, 0.001062, 0.000001
0.739515, 1.344642, 0.001061, 0.000001
0.740576, 1.345500, 0.001061, 0.000001
0.741636, 1.346359, 0.001060, 0.000001
0.742696, 1.347218, 0.001060, 0.000001
0.743756, 1.348077, 0.001059, 0.000001
0.744815, 1.348938, 0.001059, 0.000001
0.745873, 1.349799, 0.001059, 0.000001
0.746932, 1.350660, 0.001058, 0.000001
0.747989, 1.351522, 0.001058, 0.000001
0.749047, 1.352384, 0.001057, 0.000001
0.750103, 1.353247, 0.001057, 0.000001
0.751160, 1.354111, 0.001056, 0.000001
0.752216, 1.354975, 0.001056, 0.000001
0.753271, 1.355840, 0.001056, 0.000001
0.754326, 1.356705, 0.001055, 0.000001
0.755381, 1.357571, 0.001055, 0.000001
0.756435, 1.358437, 0.001054, 0.000001
0.757489, 1.359304, 0.001054, 0.000001
0.758542, 1.360171, 0.001053, 0.000001
0.759595, 1.361039, 0.001053, 0.000001
0.760648, 1.361908, 0.001053, 0.000001
0.761700, 1.362777, 0.001052, 0.000001
0.762752, 1.363646, 0.001052, 0.000001
0.763803, 1.364516, 0.001051, 0.000001
0.764854, 1.365387, 0.001051, 0.000001
0.765905, 1.366259, 0.001051, 0.000001
0.766955, 1.367130, 0.001050, 0.000001
0.768004, 1.368003, 0.001050, 0.000001
0.769054, 1.368876, 0.001049, 0.000001
0.770103, 1.369749, 0.001049, 0.000001
0.771151, 1.370623, 0.001049, 0.000001
0.772199, 1.371498, 0.001048, 0.000001
0.773247, 1.372373, 0.001048, 0.000001
0.774295, 1.373249, 0.001047, 0.000001
0.775342, 1.374125, 0.001047, 0.000001
0.776388, 1.375002, 0.001047, 0.000001
0.777435, 1.375880, 0.001046, 0.000001
0.778480, 1.376758, 0.001046, 0.000001
0.779526, 1.377636, 0.001046, 0.000001
0.780571, 1.378515, 0.001045, 0.000001
0.781616, 1.379395, 0.001045, 0.000001
0.782660, 1.380275, 0.001044, 0.000001
0.783704, 1.381156, 0.001044, 0.000001
0.784748, 1.382037, 0.001044, 0.000001
0.785791, 1.382919, 0.001043, 0.000001
0.786835, 1.383802, 0.001043, 0.000001
0.787877, 1.384685, 0.001043, 0.000001
0.788919, 1.385568, 0.001042, 0.000001
0.789961, 1.386452, 0.001042, 0.000001
0.791003, 1.387337, 0.001042, 0.000001
0.792044, 1.388222, 0.001041, 0.000001
0.793085, 1.389108, 0.001041, 0.000001
0.794126, 1.389995, 0.001041, 0.000001
0.795166, 1.390882, 0.001040, 0.000001
0.796206, 1.391769, 0.001040, 0.000001
0.797246, 1.392657, 0.001040, 0.000001
0.798285, 1.393546, 0.001039, 0.000001
0.799324, 1.394435, 0.001039, 0.000001
0.800363, 1.395325, 0.001039, 0.000001
0.801401, 1.396216, 0.001038, 0.000001
0.802439, 1.397107, 0.001038, 0.000001
0.803476, 1.397998, 0.001038, 0.000001
0.804514, 1.398890, 0.001037, 0.000001
0.805551, 1.399783, 0.001037, 0.000001
0.806588, 1.400676, 0.001037, 0.000001
0.807624, 1.401570, 0.001036, 0.000001
0.808660, 1.402464, 0.001036, 0.000001
0.809696, 1.403359, 0.001036, 0.000001
0.810731, 1.404255, 0.001036, 0.000001
0.811767, 1.405151, 0.001035, 0.000001
0.812802, 1.406048, 0.001035, 0.000001
0.813836, 1.406945, 0.001035, 0.000001
0.814870, 1.407843, 0.001034, 0.000001
0.815904, 1.408741, 0.001034, 0.000001
0.816938, 1.409640, 0.001034, 0.000001
0.817972, 1.410539, 0.001033, 0.000001
0.819005, 1.411439, 0.001033, 0.000001
0.820038, 1.412340, 0.001033, 0.000001
0.821070, 1.413241, 0.001033, 0.000001
0.822103, 1.414143, 0.001032, 0.000001
0.823135, 1.415046, 0.001032, 0.000001
0.824166, 1.415949, 0.001032, 0.000001
0.825198, 1.416852, 0.001031, 0.000001
0.826229, 1.417756, 0.001031, 0.000001
0.827260, 1.418661, 0.001031, 0.000001
0.828291, 1.419566, 0.001031, 0.000001
0.829321, 1.420472, 0.001030, 0.000001
0.830351, 1.421379, 0.001030, 0.000001
0.831381, 1.422286, 0.001030, 0.000001
0.832411, 1.423193, 0.001030, 0.000001
0.833440, 1.424101, 0.001029, 0.000001
0.834469, 1.425010, 0.001029, 0.000001
0.835498, 1.425919, 0.001029, 0.000001
0.836527, 1.426829, 0.001029, 0.000001
0.837555, 1.427740, 0.001028, 0.000001
0.838583, 1.428651, 0.001028, 0.000001
0.839611, 1.429563, 0.001028, 0.000001
0.840638, 1.430475, 0.001028, 0.000001
0.841666, 1.431388, 0.001027, 0.000001
0.842693, 1.432301, 0.001027, 0.000001
0.843720, 1.433215, 0.001027, 0.000001
0.844746, 1.434129, 0.001027, 0.000001
0.845773, 1.435045, 0.001026, 0.000001
0.846799, 1.435960, 0.001026, 0.000001
0.847825, 1.436877, 0.001026, 0.000001
0.848851, 1.437794, 0.001026, 0.000001
0.849876, 1.438711, 0.001025, 0.000001
0.850901, 1.439629, 0.001025, 0.000001
0.851926, 1.440548, 0.001025, 0.000001
0.852951, 1.441467, 0.001025, 0.000001
0.853976, 1.442387, 0.001025, 0.000001
0.855000, 1.443307, 0.001024, 0.000001
0.856024, 1.444228, 0.001024, 0.000001
0.857048, 1.445150, 0.001024, 0.000001
0.858072, 1.446072, 0.001024, 0.000001
0.859096, 1.446995, 0.001024, 0.000001
0.860119, 1.447918, 0.001023, 0.000001
0.861142, 1.448842, 0.001023, 0.000001
0.862165, 1.449767, 0.001023, 0.000001
0.863187, 1.450692, 0.001023, 0.000001
0.864210, 1.451617, 0.001022, 0.000001
0.865232, 1.452544, 0.001022, 0.000001
0.866254, 1.453471, 0.001022, 0.000001
0.867276, 1.454398, 0.001022, 0.000001
0.868298, 1.455326, 0.001022, 0.000001
0.869319, 1.456255, 0.001021, 0.000001
0.870341, 1.457184, 0.001021, 0.000001
0.871362, 1.458114, 0.001021, 0.000001
0.872383, 1.459044, 0.001021, 0.000001
0.873403, 1.459975, 0.001021, 0.000001
0.874424, 1.460907, 0.001021, 0.000001
0.875444, 1.461839, 0.001020, 0.000001
0.876464, 1.462772, 0.001020, 0.000001
0.877484, 1.463706, 0.001020, 0.000001
0.878504, 1.464640, 0.001020, 0.000001
0.879524, 1.465574, 0.001020, 0.000001
0.880543, 1.466509, 0.001019, 0.000001
0.881562, 1.467445, 0.001019, 0.000001
